date_id,date,property_id,room_count,available_room_nights,source_type
20151007,2015-10-07,P002,450,450,synthetic_operating_capacity
20151008,2015-10-08,P001,280,280,synthetic_operating_capacity
20151008,2015-10-08,P002,450,450,synthetic_operating_capacity
20151009,2015-10-09,P001,280,280,synthetic_operating_capacity
20151009,2015-10-09,P002,450,450,synthetic_operating_capacity
20151010,2015-10-10,P001,280,280,synthetic_operating_capacity
20151010,2015-10-10,P002,450,450,synthetic_operating_capacity
20151011,2015-10-11,P001,280,280,synthetic_operating_capacity
20151011,2015-10-11,P002,450,450,synthetic_operating_capacity
20151012,2015-10-12,P001,280,280,synthetic_operating_capacity
20151012,2015-10-12,P002,450,450,synthetic_operating_capacity
20151013,2015-10-13,P001,280,280,synthetic_operating_capacity
20151013,2015-10-13,P002,450,450,synthetic_operating_capacity
20151014,2015-10-14,P001,280,280,synthetic_operating_capacity
20151014,2015-10-14,P002,450,450,synthetic_operating_capacity
20151015,2015-10-15,P001,280,280,synthetic_operating_capacity
20151015,2015-10-15,P002,450,450,synthetic_operating_capacity
20151016,2015-10-16,P001,280,280,synthetic_operating_capacity
20151016,2015-10-16,P002,450,450,synthetic_operating_capacity
20151017,2015-10-17,P001,280,280,synthetic_operating_capacity
20151017,2015-10-17,P002,450,450,synthetic_operating_capacity
20151018,2015-10-18,P001,280,280,synthetic_operating_capacity
20151018,2015-10-18,P002,450,450,synthetic_operating_capacity
20151019,2015-10-19,P001,280,280,synthetic_operating_capacity
20151019,2015-10-19,P002,450,450,synthetic_operating_capacity
20151020,2015-10-20,P001,280,280,synthetic_operating_capacity
20151020,2015-10-20,P002,450,450,synthetic_operating_capacity
20151021,2015-10-21,P001,280,280,synthetic_operating_capacity
20151021,2015-10-21,P002,450,450,synthetic_operating_capacity
20151022,2015-10-22,P001,280,280,synthetic_operating_capacity
20151022,2015-10-22,P002,450,450,synthetic_operating_capacity
20151023,2015-10-23,P001,280,280,synthetic_operating_capacity
20151023,2015-10-23,P002,450,450,synthetic_operating_capacity
20151024,2015-10-24,P001,280,280,synthetic_operating_capacity
20151024,2015-10-24,P002,450,450,synthetic_operating_capacity
20151025,2015-10-25,P001,280,280,synthetic_operating_capacity
20151025,2015-10-25,P002,450,450,synthetic_operating_capacity
20151026,2015-10-26,P001,280,280,synthetic_operating_capacity
20151026,2015-10-26,P002,450,450,synthetic_operating_capacity
20151027,2015-10-27,P001,280,280,synthetic_operating_capacity
20151027,2015-10-27,P002,450,450,synthetic_operating_capacity
20151028,2015-10-28,P001,280,280,synthetic_operating_capacity
20151028,2015-10-28,P002,450,450,synthetic_operating_capacity
20151029,2015-10-29,P001,280,280,synthetic_operating_capacity
20151029,2015-10-29,P002,450,450,synthetic_operating_capacity
20151030,2015-10-30,P001,280,280,synthetic_operating_capacity
20151030,2015-10-30,P002,450,450,synthetic_operating_capacity
20151031,2015-10-31,P001,280,280,synthetic_operating_capacity
20151031,2015-10-31,P002,450,450,synthetic_operating_capacity
20151101,2015-11-01,P001,280,280,synthetic_operating_capacity
20151101,2015-11-01,P002,450,450,synthetic_operating_capacity
20151102,2015-11-02,P001,280,280,synthetic_operating_capacity
20151102,2015-11-02,P002,450,450,synthetic_operating_capacity
20151103,2015-11-03,P001,280,280,synthetic_operating_capacity
20151103,2015-11-03,P002,450,450,synthetic_operating_capacity
20151104,2015-11-04,P001,280,280,synthetic_operating_capacity
20151104,2015-11-04,P002,450,450,synthetic_operating_capacity
20151105,2015-11-05,P001,280,280,synthetic_operating_capacity
20151105,2015-11-05,P002,450,450,synthetic_operating_capacity
20151106,2015-11-06,P001,280,280,synthetic_operating_capacity
20151106,2015-11-06,P002,450,450,synthetic_operating_capacity
20151107,2015-11-07,P001,280,280,synthetic_operating_capacity
20151107,2015-11-07,P002,450,450,synthetic_operating_capacity
20151108,2015-11-08,P001,280,280,synthetic_operating_capacity
20151108,2015-11-08,P002,450,450,synthetic_operating_capacity
20151109,2015-11-09,P001,280,280,synthetic_operating_capacity
20151109,2015-11-09,P002,450,450,synthetic_operating_capacity
20151110,2015-11-10,P001,280,280,synthetic_operating_capacity
20151110,2015-11-10,P002,450,450,synthetic_operating_capacity
20151111,2015-11-11,P001,280,280,synthetic_operating_capacity
20151111,2015-11-11,P002,450,450,synthetic_operating_capacity
20151112,2015-11-12,P001,280,280,synthetic_operating_capacity
20151112,2015-11-12,P002,450,450,synthetic_operating_capacity
20151113,2015-11-13,P001,280,280,synthetic_operating_capacity
20151113,2015-11-13,P002,450,450,synthetic_operating_capacity
20151114,2015-11-14,P001,280,280,synthetic_operating_capacity
20151114,2015-11-14,P002,450,450,synthetic_operating_capacity
20151115,2015-11-15,P001,280,280,synthetic_operating_capacity
20151115,2015-11-15,P002,450,450,synthetic_operating_capacity
20151116,2015-11-16,P001,280,280,synthetic_operating_capacity
20151116,2015-11-16,P002,450,450,synthetic_operating_capacity
20151117,2015-11-17,P001,280,280,synthetic_operating_capacity
20151117,2015-11-17,P002,450,450,synthetic_operating_capacity
20151118,2015-11-18,P001,280,280,synthetic_operating_capacity
20151118,2015-11-18,P002,450,450,synthetic_operating_capacity
20151119,2015-11-19,P001,280,280,synthetic_operating_capacity
20151119,2015-11-19,P002,450,450,synthetic_operating_capacity
20151120,2015-11-20,P001,280,280,synthetic_operating_capacity
20151120,2015-11-20,P002,450,450,synthetic_operating_capacity
20151121,2015-11-21,P001,280,280,synthetic_operating_capacity
20151121,2015-11-21,P002,450,450,synthetic_operating_capacity
20151122,2015-11-22,P001,280,280,synthetic_operating_capacity
20151122,2015-11-22,P002,450,450,synthetic_operating_capacity
20151123,2015-11-23,P001,280,280,synthetic_operating_capacity
20151123,2015-11-23,P002,450,450,synthetic_operating_capacity
20151124,2015-11-24,P001,280,280,synthetic_operating_capacity
20151124,2015-11-24,P002,450,450,synthetic_operating_capacity
20151125,2015-11-25,P001,280,280,synthetic_operating_capacity
20151125,2015-11-25,P002,450,450,synthetic_operating_capacity
20151126,2015-11-26,P001,280,280,synthetic_operating_capacity
20151126,2015-11-26,P002,450,450,synthetic_operating_capacity
20151127,2015-11-27,P001,280,280,synthetic_operating_capacity
20151127,2015-11-27,P002,450,450,synthetic_operating_capacity
20151128,2015-11-28,P001,280,280,synthetic_operating_capacity
20151128,2015-11-28,P002,450,450,synthetic_operating_capacity
20151129,2015-11-29,P001,280,280,synthetic_operating_capacity
20151129,2015-11-29,P002,450,450,synthetic_operating_capacity
20151130,2015-11-30,P001,280,280,synthetic_operating_capacity
20151130,2015-11-30,P002,450,450,synthetic_operating_capacity
20151201,2015-12-01,P001,280,280,synthetic_operating_capacity
20151201,2015-12-01,P002,450,450,synthetic_operating_capacity
20151202,2015-12-02,P001,280,280,synthetic_operating_capacity
20151202,2015-12-02,P002,450,450,synthetic_operating_capacity
20151203,2015-12-03,P001,280,280,synthetic_operating_capacity
20151203,2015-12-03,P002,450,450,synthetic_operating_capacity
20151204,2015-12-04,P001,280,280,synthetic_operating_capacity
20151204,2015-12-04,P002,450,450,synthetic_operating_capacity
20151205,2015-12-05,P001,280,280,synthetic_operating_capacity
20151205,2015-12-05,P002,450,450,synthetic_operating_capacity
20151206,2015-12-06,P001,280,280,synthetic_operating_capacity
20151206,2015-12-06,P002,450,450,synthetic_operating_capacity
20151207,2015-12-07,P001,280,280,synthetic_operating_capacity
20151207,2015-12-07,P002,450,450,synthetic_operating_capacity
20151208,2015-12-08,P001,280,280,synthetic_operating_capacity
20151208,2015-12-08,P002,450,450,synthetic_operating_capacity
20151209,2015-12-09,P001,280,280,synthetic_operating_capacity
20151209,2015-12-09,P002,450,450,synthetic_operating_capacity
20151210,2015-12-10,P001,280,280,synthetic_operating_capacity
20151210,2015-12-10,P002,450,450,synthetic_operating_capacity
20151211,2015-12-11,P001,280,280,synthetic_operating_capacity
20151211,2015-12-11,P002,450,450,synthetic_operating_capacity
20151212,2015-12-12,P001,280,280,synthetic_operating_capacity
20151212,2015-12-12,P002,450,450,synthetic_operating_capacity
20151213,2015-12-13,P001,280,280,synthetic_operating_capacity
20151213,2015-12-13,P002,450,450,synthetic_operating_capacity
20151214,2015-12-14,P001,280,280,synthetic_operating_capacity
20151214,2015-12-14,P002,450,450,synthetic_operating_capacity
20151215,2015-12-15,P001,280,280,synthetic_operating_capacity
20151215,2015-12-15,P002,450,450,synthetic_operating_capacity
20151216,2015-12-16,P001,280,280,synthetic_operating_capacity
20151216,2015-12-16,P002,450,450,synthetic_operating_capacity
20151217,2015-12-17,P001,280,280,synthetic_operating_capacity
20151217,2015-12-17,P002,450,450,synthetic_operating_capacity
20151218,2015-12-18,P001,280,280,synthetic_operating_capacity
20151218,2015-12-18,P002,450,450,synthetic_operating_capacity
20151219,2015-12-19,P001,280,280,synthetic_operating_capacity
20151219,2015-12-19,P002,450,450,synthetic_operating_capacity
20151220,2015-12-20,P001,280,280,synthetic_operating_capacity
20151220,2015-12-20,P002,450,450,synthetic_operating_capacity
20151221,2015-12-21,P001,280,280,synthetic_operating_capacity
20151221,2015-12-21,P002,450,450,synthetic_operating_capacity
20151222,2015-12-22,P001,280,280,synthetic_operating_capacity
20151222,2015-12-22,P002,450,450,synthetic_operating_capacity
20151223,2015-12-23,P001,280,280,synthetic_operating_capacity
20151223,2015-12-23,P002,450,450,synthetic_operating_capacity
20151224,2015-12-24,P001,280,280,synthetic_operating_capacity
20151224,2015-12-24,P002,450,450,synthetic_operating_capacity
20151225,2015-12-25,P001,280,280,synthetic_operating_capacity
20151225,2015-12-25,P002,450,450,synthetic_operating_capacity
20151226,2015-12-26,P001,280,280,synthetic_operating_capacity
20151226,2015-12-26,P002,450,450,synthetic_operating_capacity
20151227,2015-12-27,P001,280,280,synthetic_operating_capacity
20151227,2015-12-27,P002,450,450,synthetic_operating_capacity
20151228,2015-12-28,P001,280,280,synthetic_operating_capacity
20151228,2015-12-28,P002,450,450,synthetic_operating_capacity
20151229,2015-12-29,P001,280,280,synthetic_operating_capacity
20151229,2015-12-29,P002,450,450,synthetic_operating_capacity
20151230,2015-12-30,P001,280,280,synthetic_operating_capacity
20151230,2015-12-30,P002,450,450,synthetic_operating_capacity
20151231,2015-12-31,P001,280,280,synthetic_operating_capacity
20151231,2015-12-31,P002,450,450,synthetic_operating_capacity
20160101,2016-01-01,P001,280,286,synthetic_operating_capacity
20160101,2016-01-01,P002,450,459,synthetic_operating_capacity
20160102,2016-01-02,P001,280,286,synthetic_operating_capacity
20160102,2016-01-02,P002,450,459,synthetic_operating_capacity
20160103,2016-01-03,P001,280,286,synthetic_operating_capacity
20160103,2016-01-03,P002,450,459,synthetic_operating_capacity
20160104,2016-01-04,P001,280,286,synthetic_operating_capacity
20160104,2016-01-04,P002,450,459,synthetic_operating_capacity
20160105,2016-01-05,P001,280,286,synthetic_operating_capacity
20160105,2016-01-05,P002,450,459,synthetic_operating_capacity
20160106,2016-01-06,P001,280,286,synthetic_operating_capacity
20160106,2016-01-06,P002,450,459,synthetic_operating_capacity
20160107,2016-01-07,P001,280,286,synthetic_operating_capacity
20160107,2016-01-07,P002,450,459,synthetic_operating_capacity
20160108,2016-01-08,P001,280,286,synthetic_operating_capacity
20160108,2016-01-08,P002,450,459,synthetic_operating_capacity
20160109,2016-01-09,P001,280,286,synthetic_operating_capacity
20160109,2016-01-09,P002,450,459,synthetic_operating_capacity
20160110,2016-01-10,P001,280,286,synthetic_operating_capacity
20160110,2016-01-10,P002,450,459,synthetic_operating_capacity
20160111,2016-01-11,P001,280,286,synthetic_operating_capacity
20160111,2016-01-11,P002,450,459,synthetic_operating_capacity
20160112,2016-01-12,P001,280,286,synthetic_operating_capacity
20160112,2016-01-12,P002,450,459,synthetic_operating_capacity
20160113,2016-01-13,P001,280,286,synthetic_operating_capacity
20160113,2016-01-13,P002,450,459,synthetic_operating_capacity
20160114,2016-01-14,P001,280,286,synthetic_operating_capacity
20160114,2016-01-14,P002,450,459,synthetic_operating_capacity
20160115,2016-01-15,P001,280,286,synthetic_operating_capacity
20160115,2016-01-15,P002,450,459,synthetic_operating_capacity
20160116,2016-01-16,P001,280,286,synthetic_operating_capacity
20160116,2016-01-16,P002,450,459,synthetic_operating_capacity
20160117,2016-01-17,P001,280,286,synthetic_operating_capacity
20160117,2016-01-17,P002,450,459,synthetic_operating_capacity
20160118,2016-01-18,P001,280,286,synthetic_operating_capacity
20160118,2016-01-18,P002,450,459,synthetic_operating_capacity
20160119,2016-01-19,P001,280,286,synthetic_operating_capacity
20160119,2016-01-19,P002,450,459,synthetic_operating_capacity
20160120,2016-01-20,P001,280,286,synthetic_operating_capacity
20160120,2016-01-20,P002,450,459,synthetic_operating_capacity
20160121,2016-01-21,P001,280,286,synthetic_operating_capacity
20160121,2016-01-21,P002,450,459,synthetic_operating_capacity
20160122,2016-01-22,P001,280,286,synthetic_operating_capacity
20160122,2016-01-22,P002,450,459,synthetic_operating_capacity
20160123,2016-01-23,P001,280,286,synthetic_operating_capacity
20160123,2016-01-23,P002,450,459,synthetic_operating_capacity
20160124,2016-01-24,P001,280,286,synthetic_operating_capacity
20160124,2016-01-24,P002,450,459,synthetic_operating_capacity
20160125,2016-01-25,P001,280,286,synthetic_operating_capacity
20160125,2016-01-25,P002,450,459,synthetic_operating_capacity
20160126,2016-01-26,P001,280,286,synthetic_operating_capacity
20160126,2016-01-26,P002,450,459,synthetic_operating_capacity
20160127,2016-01-27,P001,280,286,synthetic_operating_capacity
20160127,2016-01-27,P002,450,459,synthetic_operating_capacity
20160128,2016-01-28,P001,280,286,synthetic_operating_capacity
20160128,2016-01-28,P002,450,459,synthetic_operating_capacity
20160129,2016-01-29,P001,280,286,synthetic_operating_capacity
20160129,2016-01-29,P002,450,459,synthetic_operating_capacity
20160130,2016-01-30,P001,280,286,synthetic_operating_capacity
20160130,2016-01-30,P002,450,459,synthetic_operating_capacity
20160131,2016-01-31,P001,280,286,synthetic_operating_capacity
20160131,2016-01-31,P002,450,459,synthetic_operating_capacity
20160201,2016-02-01,P001,280,286,synthetic_operating_capacity
20160201,2016-02-01,P002,450,459,synthetic_operating_capacity
20160202,2016-02-02,P001,280,286,synthetic_operating_capacity
20160202,2016-02-02,P002,450,459,synthetic_operating_capacity
20160203,2016-02-03,P001,280,286,synthetic_operating_capacity
20160203,2016-02-03,P002,450,459,synthetic_operating_capacity
20160204,2016-02-04,P001,280,286,synthetic_operating_capacity
20160204,2016-02-04,P002,450,459,synthetic_operating_capacity
20160205,2016-02-05,P001,280,286,synthetic_operating_capacity
20160205,2016-02-05,P002,450,459,synthetic_operating_capacity
20160206,2016-02-06,P001,280,286,synthetic_operating_capacity
20160206,2016-02-06,P002,450,459,synthetic_operating_capacity
20160207,2016-02-07,P001,280,286,synthetic_operating_capacity
20160207,2016-02-07,P002,450,459,synthetic_operating_capacity
20160208,2016-02-08,P001,280,286,synthetic_operating_capacity
20160208,2016-02-08,P002,450,459,synthetic_operating_capacity
20160209,2016-02-09,P001,280,286,synthetic_operating_capacity
20160209,2016-02-09,P002,450,459,synthetic_operating_capacity
20160210,2016-02-10,P001,280,286,synthetic_operating_capacity
20160210,2016-02-10,P002,450,459,synthetic_operating_capacity
20160211,2016-02-11,P001,280,286,synthetic_operating_capacity
20160211,2016-02-11,P002,450,459,synthetic_operating_capacity
20160212,2016-02-12,P001,280,286,synthetic_operating_capacity
20160212,2016-02-12,P002,450,459,synthetic_operating_capacity
20160213,2016-02-13,P001,280,286,synthetic_operating_capacity
20160213,2016-02-13,P002,450,459,synthetic_operating_capacity
20160214,2016-02-14,P001,280,286,synthetic_operating_capacity
20160214,2016-02-14,P002,450,459,synthetic_operating_capacity
20160215,2016-02-15,P001,280,286,synthetic_operating_capacity
20160215,2016-02-15,P002,450,459,synthetic_operating_capacity
20160216,2016-02-16,P001,280,286,synthetic_operating_capacity
20160216,2016-02-16,P002,450,459,synthetic_operating_capacity
20160217,2016-02-17,P001,280,286,synthetic_operating_capacity
20160217,2016-02-17,P002,450,459,synthetic_operating_capacity
20160218,2016-02-18,P001,280,286,synthetic_operating_capacity
